,Datetime,Tweet Id,Text
85,2020-04-14 16:51:30,1250104405212295168,"RT @sheisgod_: I want Black Americans to know that its ok to just be that. You dont need to find your ""African roots"" or cling to being mix…"
86,2020-04-14 16:51:13,1250104334429364224,Oh my god I need to get off YouTube cause I’ll just keep tweeting these punchlines. He said “I just need the keys t… https://t.co/1iMZbFE7Jr
87,2020-04-14 16:51:08,1250104310307803136,@BarackObama @AndrewYang @JoeBiden This honestly is soo sad. Obama I know you're doing what you gotta do but I can'… https://t.co/8eGxCFOENi
88,2020-04-14 16:51:05,1250104300543471617,"RT @Kozdra108: I see #How2020CouldGetWorse is trending...
you stupid fucks. DONT YOU KNOW YOU NEVER SAY ANYTHING EVEN CLOSE TO ""How could i…"
89,2020-04-14 16:51:03,1250104290246451200,@nakiu__ i dont really know who you are but you seem like a good friend
90,2020-04-14 16:51:03,1250104289894240257,"@ughnamkook @jiyoonamy @yallsomeclowns @sarahlugor i may be in no place to talk, but how are you gonna be here and… https://t.co/mcv9WYrtQd"
91,2020-04-14 16:51:02,1250104289084702720,RT @btsunshine: + so after i watched his video i went to mydol and asked whoever i talked to that time abt Shane's video and they replied w…
92,2020-04-14 16:51:02,1250104287100915721,Do you feel like you are on the edge of a cliff and looking over the edge? My emotions are .... I dont even know ho… https://t.co/dGLLMe4VMp
93,2020-04-14 16:50:59,1250104276338315265,"RT @UnbotheredTH: 🐧: Alright, so what are we eating? 😅
🦊 : I have brown hair you know?!
🐰 : Ah that's right, Yeonjunie hyung has brown hair…"
94,2020-04-14 16:50:55,1250104255865741313,"RT @1woo17: HS:
Jihoon ah, you'll probably know where i am when you come to wvrse, right?
I'm sorry. I said i'd go to the studio, but i don…"
95,2020-04-14 16:50:48,1250104226388291586,@RtisticFX @KyleKulinski Your translation comes down to: I dont know what I'm talking about because I get all my ne… https://t.co/P5eYQUulTz
96,2020-04-14 16:50:41,1250104198731087873,@ScammerExxposer @code_brenden You deleted the other reply but I forgot everyone left you and you dont know what it… https://t.co/C7t5XmAi30
97,2020-04-14 16:50:40,1250104195514011649,RT @sabrinaanc: I hate the child support conversation on Twitter so much 🤣🤣 I don’t even know why I read through it knowing it makes me mad…
98,2020-04-14 16:50:39,1250104188517797888,@WE_THE_BOYZ i really miss u too :'(( thank you for updating too bb hnggg i love you very much you dont know how mu… https://t.co/FicabR4SCn
99,2020-04-14 16:50:38,1250104186433306624,"@Starsoul19 First impression: I dont really know you but you seem cool

Your nickname in my head: Star

Closeness r… https://t.co/PePh7peET8"
